1);0.873279;-0.135501;1.5;3.42857;6.16071;7.55357;13.5;
2);1.01506;0.0149473;1.5;4.33305;7.06291;10.0439;13.5;
3);1.03799;0.03729;1.5;5.19298;8.32727;11.5144;13.5;
4);1.05739;0.0558024;1.5;6.10126;9.53735;12.446;13.5;
5);1.07353;0.0709554;1.5;7.00927;10.5598;13.097;13.5;
6);1.08673;0.08317;1.5;7.84187;11.3912;13.5866;13.5;
7);1.09738;0.0929263;1.5;8.55431;12.0608;13.9709;13.5;
8);1.1059;0.100663;1.5;9.13659;12.5977;14.2786;13.5;
9);1.11266;0.106756;1.5;9.59954;13.026;14.5266;13.5;
10);1.11798;0.111527;1.5;9.96196;13.3656;14.7263;13.5;
11);1.12215;0.115246;1.5;10.2433;13.6331;14.8861;13.5;
12);1.1254;0.118135;1.5;10.4609;13.8429;15.0133;13.5;
13);1.12792;0.120373;1.5;10.6288;14.0067;15.1138;13.5;
14);1.12987;0.122104;1.5;10.7581;14.1342;15.1929;13.5;
15);1.13138;0.123441;1.5;10.8578;14.2331;15.2547;13.5;
16);1.13255;0.124473;1.5;10.9346;14.3097;15.3029;13.5;
17);1.13345;0.125269;1.5;10.9937;14.369;15.3403;13.5;
18);1.13415;0.125882;1.5;11.0392;14.4147;15.3693;13.5;
19);1.13468;0.126355;1.5;11.0743;14.4501;15.3918;13.5;
20);1.1351;0.126719;1.5;11.1013;14.4773;15.4092;13.5;
21);1.13542;0.126999;1.5;11.1221;14.4984;15.4226;13.5;
22);1.13566;0.127215;1.5;11.1381;14.5146;15.433;13.5;
23);1.13585;0.127381;1.5;11.1504;14.527;15.4409;13.5;
24);1.136;0.127509;1.5;11.1598;14.5366;15.4471;13.5;
25);1.13611;0.127608;1.5;11.1671;14.544;15.4518;13.5;
26);1.13619;0.127684;1.5;11.1728;14.5497;15.4555;13.5;
27);1.13626;0.127742;1.5;11.1771;14.5541;15.4583;13.5;
28);1.13631;0.127787;1.5;11.1804;14.5575;15.4605;13.5;
29);1.13635;0.127822;1.5;11.183;14.5601;15.4621;13.5;
30);1.13638;0.127848;1.5;11.1849;14.5621;15.4634;13.5;
31);1.1364;0.127869;1.5;11.1864;14.5637;15.4644;13.5;
32);1.13642;0.127884;1.5;11.1876;14.5648;15.4652;13.5;
33);1.13644;0.127897;1.5;11.1885;14.5658;15.4658;13.5;
34);1.13645;0.127906;1.5;11.1892;14.5665;15.4662;13.5;
35);1.13645;0.127913;1.5;11.1897;14.567;15.4665;13.5;
36);1.13646;0.127919;1.5;11.1901;14.5674;15.4668;13.5;
37);1.13647;0.127923;1.5;11.1905;14.5677;15.467;13.5;
38);1.13647;0.127926;1.5;11.1907;14.568;15.4672;13.5;
39);1.13647;0.127929;1.5;11.1909;14.5682;15.4673;13.5;
40);1.13647;0.127931;1.5;11.191;14.5683;15.4674;13.5;
41);1.13648;0.127932;1.5;11.1911;14.5684;15.4675;13.5;
42);1.13648;0.127933;1.5;11.1912;14.5685;15.4675;13.5;
43);1.13648;0.127934;1.5;11.1913;14.5686;15.4676;13.5;
44);1.13648;0.127935;1.5;11.1913;14.5686;15.4676;13.5;
45);1.13648;0.127935;1.5;11.1914;14.5687;15.4676;13.5;
46);1.13648;0.127936;1.5;11.1914;14.5687;15.4676;13.5;
47);1.13648;0.127936;1.5;11.1914;14.5687;15.4677;13.5;
48);1.13648;0.127936;1.5;11.1915;14.5687;15.4677;13.5;
49);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
50);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
51);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
52);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
53);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
54);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
55);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
56);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
57);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
58);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
59);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
60);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
61);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
62);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
63);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
64);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
65);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
66);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
67);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
68);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
69);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
70);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
71);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
72);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
73);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
74);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
75);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
76);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
77);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
78);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
79);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
80);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
81);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
82);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
83);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
84);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
85);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
86);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
87);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
88);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
89);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
90);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
91);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
92);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
93);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
94);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
95);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
96);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
97);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
98);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
99);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
100);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
101);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
102);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
103);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
104);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
105);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
106);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
107);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
108);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
109);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
110);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
111);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
112);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
113);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
114);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
115);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
116);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
117);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
118);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
119);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
120);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
121);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
122);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
123);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
124);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
125);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
126);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
127);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
128);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
129);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
130);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
131);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
132);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
133);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
134);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
135);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
136);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
137);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
138);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
139);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
140);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
141);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
142);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
143);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
144);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
145);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
146);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
147);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
148);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
149);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
150);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
151);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
152);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
153);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
154);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
155);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
156);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
157);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
158);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
159);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
160);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
161);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
162);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
163);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
164);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
165);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
166);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
167);1.13648;0.127937;1.5;11.1915;14.5688;15.4677;13.5;
